Godina,Grad,Sport,Disciplina,Takmicar,Zemlja,Pol,Dogadjaj,Medalja
"1932,Lake Placid,Bobsleigh,Bobsleigh,""STEVENS, Francis Paul"",USA,Muskarac,Four-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""BRYANT, Precy D."",USA,Muskarac,Two-Man,Bronza"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""HEATON, John"",USA,Muskarac,Two-Man,Bronza"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""HOMBURGER, Henry A."",USA,Muskarac,Two-Man,Bronza"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""MARTIN, Harry G"",USA,Muskarac,Two-Man,Bronza"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""MINTON, Robert"",USA,Muskarac,Two-Man,Bronza"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""STEVENS, J. Hubert"",USA,Muskarac,Two-Man,Bronza"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""ARTHUR, Adams"",USA,Muskarac,Two-Man,Zlato"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""STEVENS, Curtis"",USA,Muskarac,Two-Man,Zlato"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""CAPADRUTT, Reto"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""FONJALLAZ, Gaston"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""FONJALLAZ, Gustave"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""FONJALLAZ, René"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""GEIER, Oscar"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""JENNY, Charles"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""KLOETTA, Antoine"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Bobsleigh,Bobsleigh,""STAUFFER, William"",SUI,Muskarac,Two-Man,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""BALL, Rudolf"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""HEINRICH, Alfred"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""HERKER, Erich"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""JÄNECKE, Gustav"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""KORFF, Werner"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""LEINWEBER, Walter"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""RÖMER, Erich"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""SCHRÖTTLE, Martin"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""SLEVOGT, Marquardt"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""STROBL, Georg"",GER,Muskarac,Ice Hockey,Bronza"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""COCKBURN, William George"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""CROWLEY, Clifford"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""DUNCANSON, Albert"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""GARBUTT, George"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""HINKEL, Roy"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""LINDQUIST, C. Victor"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""MALLOY, Norman"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""MONSON, Walter"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""MOORE, Kenneth"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""RIVERS, N.Romeo"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""SIMPSON, Harold"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""SUTHERLAND, Hugh"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""WAGNER, W. Stanley"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""WISE, J. Alliston"",CAN,Muskarac,Ice Hockey,Zlato"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""ANDERSON, Osborn"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""BENT, John Peale"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""CHASE, John Pierce"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""COOKMAN, John Emery"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""EVERETT, Douglas Newton"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""FARRELL, Franklin"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""FITZGERALD, Joseph"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""FRAZIER, Edward Hartwell"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""GARRISON, John Bright"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""HALLOCK, Gerard"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""LIVINGSTON, Robert Cambridge"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""NELSON, Francis Augustus"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""PALMER, Winthrop Hale"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Ice Hockey,Ice Hockey,""SMITH, Gordon"",USA,Muskarac,Ice Hockey,Srebro"
"1932,Lake Placid,Skating,Figure skating,""WILSON, Montgomery"",CAN,Muskarac,Individual,Bronza"
"1932,Lake Placid,Skating,Figure skating,""SCHÄFER, Karl"",AUT,Muskarac,Individual,Zlato"
"1932,Lake Placid,Skating,Figure skating,""GRAFSTRÖM, Gillis"",SWE,Muskarac,Individual,Srebro"
"1932,Lake Placid,Skating,Figure skating,""VINSON, Maribel"",USA,Zena,Individual,Bronza"
"1932,Lake Placid,Skating,Figure skating,""HENIE, Sonja"",NOR,Zena,Individual,Zlato"
"1932,Lake Placid,Skating,Figure skating,""BURGER, Fritzi"",AUT,Zena,Individual,Srebro"
"1932,Lake Placid,Skating,Figure skating,""ROTTER, Emilia"",HUN,Zena,Pairs,Bronza"
"1932,Lake Placid,Skating,Figure skating,""SZOLLAS, Laszlo"",HUN,Muskarac,Pairs,Bronza"
"1932,Lake Placid,Skating,Figure skating,""BRUNET, Andrée"",FRA,Zena,Pairs,Zlato"
"1932,Lake Placid,Skating,Figure skating,""BRUNET, Pierre"",FRA,Muskarac,Pairs,Zlato"
"1932,Lake Placid,Skating,Figure skating,""BADGER, Sherwin"",USA,Muskarac,Pairs,Srebro"
"1932,Lake Placid,Skating,Figure skating,""LOUGHRAN, Beatrix"",USA,Zena,Pairs,Srebro"
"1932,Lake Placid,Skating,Speed skating,""STACK, Frank"",CAN,Muskarac,10000M,Bronza"
"1932,Lake Placid,Skating,Speed skating,""JAFFEE, Irving"",USA,Muskarac,10000M,Zlato"
"1932,Lake Placid,Skating,Speed skating,""BALLANGRUD, Ivar"",NOR,Muskarac,10000M,Srebro"
"1932,Lake Placid,Skating,Speed skating,""LOGAN, William F."",CAN,Muskarac,1500M,Bronza"
"1932,Lake Placid,Skating,Speed skating,""SHEA, John A."",USA,Muskarac,1500M,Zlato"
"1932,Lake Placid,Skating,Speed skating,""HURD, Alexander"",CAN,Muskarac,1500M,Srebro"
"1932,Lake Placid,Skating,Speed skating,""LOGAN, William F."",CAN,Muskarac,5000M,Bronza"
"1932,Lake Placid,Skating,Speed skating,""JAFFEE, Irving"",USA,Muskarac,5000M,Zlato"
"1932,Lake Placid,Skating,Speed skating,""MURPHY, Edward"",USA,Muskarac,5000M,Srebro"
"1932,Lake Placid,Skating,Speed skating,""HURD, Alexander"",CAN,Muskarac,500M,Bronza"
"1932,Lake Placid,Skating,Speed skating,""SHEA, John A."",USA,Muskarac,500M,Zlato"
"1932,Lake Placid,Skating,Speed skating,""EVENSEN, Bernt"",NOR,Muskarac,500M,Srebro"
"1932,Lake Placid,Skiing,Cross Country Skiing,""SAARINEN, Veli"",FIN,Muskarac,18KM,Bronza"
"1932,Lake Placid,Skiing,Cross Country Skiing,""UTTERSTRÖM, Sven"",SWE,Muskarac,18KM,Zlato"
"1932,Lake Placid,Skiing,Cross Country Skiing,""WIKSTRÖM, Axel"",SWE,Muskarac,18KM,Srebro"
"1932,Lake Placid,Skiing,Cross Country Skiing,""RUSTADSTUEN, Arne"",NOR,Muskarac,50KM,Bronza"
"1932,Lake Placid,Skiing,Cross Country Skiing,""SAARINEN, Veli"",FIN,Muskarac,50KM,Zlato"
"1932,Lake Placid,Skiing,Cross Country Skiing,""LIIKKANEN, Väinö"",FIN,Muskarac,50KM,Srebro"
"1932,Lake Placid,Skiing,Nordic Combined,""VINJARENGEN, Hans"",NOR,Muskarac,Individual,Bronza"
"1932,Lake Placid,Skiing,Nordic Combined,""GROTTUMSBRAATEN, Johan"",NOR,Muskarac,Individual,Zlato"
"1932,Lake Placid,Skiing,Nordic Combined,""STENEN, Ole"",NOR,Muskarac,Individual,Srebro"
"1932,Lake Placid,Skiing,Ski Jumping,""WALBERG, Kaare"",NOR,Muskarac,K90 Individual (70M),Bronza"
"1932,Lake Placid,Skiing,Ski Jumping,""RUUD, Birger"",NOR,Muskarac,K90 Individual (70M),Zlato"
"1932,Lake Placid,Skiing,Ski Jumping,""BECK, Hans"",NOR,Muskarac,K90 Individual (70M),Srebro"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""CARDNO, James Farquhar"",GBR,Muskarac,Four-Man,Bronza"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""DUGDALE, Gary"",GBR,Muskarac,Four-Man,Bronza"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""GREEN, Charles Patrick"",GBR,Muskarac,Four-Man,Bronza"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""MCEVOY, Frederick James"",GBR,Muskarac,Four-Man,Bronza"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""BEERLI, Joseph"",SUI,Muskarac,Four-Man,Zlato"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""BOUVIER, Charles"",SUI,Muskarac,Four-Man,Zlato"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""GARTMANN, Arnold"",SUI,Muskarac,Four-Man,Zlato"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""MUSY, Pierre"",SUI,Muskarac,Four-Man,Zlato"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""AICHELE, Hans"",SUI,Muskarac,Four-Man,Srebro"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""BÜTIKOFER, Hans"",SUI,Muskarac,Four-Man,Srebro"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""CAPADRUTT, Reto"",SUI,Muskarac,Four-Man,Srebro"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""FEIERABEND, Fritz"",SUI,Muskarac,Four-Man,Srebro"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""COLGATE, Gilbert"",USA,Muskarac,Two-Man,Bronza"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""LAWRENCE, Richard Webster"",USA,Muskarac,Two-Man,Bronza"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""BROWN, Ivan Elmore"",USA,Muskarac,Two-Man,Zlato"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""WASHBOND, Alan M."",USA,Muskarac,Two-Man,Zlato"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""BEERLI, Joseph"",SUI,Muskarac,Two-Man,Srebro"
"1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,""FEIERABEND, Fritz"",SUI,Muskarac,Two-Man,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""GARRISON, John Bright"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""KAMMER, August"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""LA BATTE, Philip William"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""LAX, John Charles"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""MOONE, Thomas"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""ROSS, Eldridge Baker"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""ROWE, Paul Edward"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""SHAUGHNESSY, Francis John"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""SMITH, Gordon"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""SPAIN, Francis Jones"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""STUBBS, Frank Raymond"",USA,Muskarac,Ice Hockey,Bronza"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""ARCHER, Alexander"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""BORLAND, James Andrew"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""BRENCHLEY, Edgar"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""CHAPPELL, James"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""COWARD, John"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""DAILLEY, Gordon Debenham"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""DAVEY, John Gerald"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""ERHARDT, Carl"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""FOSTER, James"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""KILPATRICK, John"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""STINCHCOMBE, Archibald"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""WYMAN, Robert"",GBR,Muskarac,Ice Hockey,Zlato"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""DEACON, Maxwell Arnold"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""FARGUHARSON, Hugh"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""FARMER-HORN, Kenneth"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""HAGGARTY, James"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""KITCHEN, Walter"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""MILTON, Raymond"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""MOORE, Francis"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""MURRAY, Herman"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""NASH, Arthur"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""NEVILLE, David John"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""SINCLAIR, Alexander"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""ST.GERMAIN, Ralph"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,""THOMSON, William"",CAN,Muskarac,Ice Hockey,Srebro"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""KASPAR, Felix"",AUT,Muskarac,Individual,Bronza"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""SCHÄFER, Karl"",AUT,Muskarac,Individual,Zlato"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""BAIER, Ernst"",GER,Muskarac,Individual,Srebro"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""HULTEN, Vivi-Anne"",SWE,Zena,Individual,Bronza"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""HENIE, Sonja"",NOR,Zena,Individual,Zlato"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""COLLEDGE, Cecilia"",GBR,Zena,Individual,Srebro"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""ROTTER, Emilia"",HUN,Zena,Pairs,Bronza"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""SZOLLAS, Laszlo"",HUN,Muskarac,Pairs,Bronza"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""BAIER, Ernst"",GER,Muskarac,Pairs,Zlato"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""HERBER, Maxi"",GER,Zena,Pairs,Zlato"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""PAUSIN, Erik"",AUT,Muskarac,Pairs,Srebro"
"1936,Garmisch Partenkirchen,Skating,Figure skating,""PAUSIN, Ilse"",AUT,Zena,Pairs,Srebro"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""STIEPL, Max"",AUT,Muskarac,10000M,Bronza"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""BALLANGRUD, Ivar"",NOR,Muskarac,10000M,Zlato"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""WASENIUS, Birger"",FIN,Muskarac,10000M,Srebro"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""WASENIUS, Birger"",FIN,Muskarac,1500M,Bronza"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""MATHISEN, Charles"",NOR,Muskarac,1500M,Zlato"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""BALLANGRUD, Ivar"",NOR,Muskarac,1500M,Srebro"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""OJALA, Antero"",FIN,Muskarac,5000M,Bronza"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""BALLANGRUD, Ivar"",NOR,Muskarac,5000M,Zlato"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""WASENIUS, Birger"",FIN,Muskarac,5000M,Srebro"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""FREISINGER, Leo"",USA,Muskarac,500M,Bronza"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""BALLANGRUD, Ivar"",NOR,Muskarac,500M,Zlato"
"1936,Garmisch Partenkirchen,Skating,Speed skating,""KROG, Georg"",NOR,Muskarac,500M,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,""ALLAIS, Emile"",FRA,Muskarac,Alpine Combined,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,""PFNÜR, Franz"",GER,Muskarac,Alpine Combined,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,""LANTSCHNER, Gustav"",GER,Muskarac,Alpine Combined,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,""SCHOU-NILSEN, Laila"",NOR,Zena,Alpine Combined,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,""CRANZ, Christel"",GER,Zena,Alpine Combined,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,""GRASEGGER, Käthe"",GER,Zena,Alpine Combined,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""NIEMI, Pekka"",FIN,Muskarac,18KM,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""LARSSON, Erik August"",SWE,Muskarac,18KM,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""HAGEN, Oddbjorn"",NOR,Muskarac,18KM,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""BERGER, John"",SWE,Muskarac,4X10KM Relay,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""HÄGGBLAD, Artur"",SWE,Muskarac,4X10KM Relay,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""LARSSON, Erik August"",SWE,Muskarac,4X10KM Relay,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""MATSBO, Martin"",SWE,Muskarac,4X10KM Relay,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""JALKANEN, Kalle"",FIN,Muskarac,4X10KM Relay,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""KARPPINEN, Klaus"",FIN,Muskarac,4X10KM Relay,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""LÄHDE, Matti"",FIN,Muskarac,4X10KM Relay,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""NURMELA, Sulo"",FIN,Muskarac,4X10KM Relay,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""BRODAHL, Sverre"",NOR,Muskarac,4X10KM Relay,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""HAGEN, Oddbjorn"",NOR,Muskarac,4X10KM Relay,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""HOFFSBAKKEN, Olaf"",NOR,Muskarac,4X10KM Relay,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""IVERSEN, Bjarne"",NOR,Muskarac,4X10KM Relay,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""ENGLUND, Nils-Joel"",SWE,Muskarac,50KM,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""WIKLUND, Elis"",SWE,Muskarac,50KM,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,""WIKSTRÖM, Axel"",SWE,Muskarac,50KM,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Nordic Combined,""BRODAHL, Sverre"",NOR,Muskarac,Individual,Bronza"
"1936,Garmisch Partenkirchen,Skiing,Nordic Combined,""HAGEN, Oddbjorn"",NOR,Muskarac,Individual,Zlato"
"1936,Garmisch Partenkirchen,Skiing,Nordic Combined,""HOFFSBAKKEN, Olaf"",NOR,Muskarac,Individual,Srebro"
"1936,Garmisch Partenkirchen,Skiing,Ski Jumping,""ANDERSEN, Reidar"",NOR,Muskarac,K90 Individual (70M),Bronza"
"1936,Garmisch Partenkirchen,Skiing,Ski Jumping,""RUUD, Birger"",NOR,Muskarac,K90 Individual (70M),Zlato"
"1936,Garmisch Partenkirchen,Skiing,Ski Jumping,""ERIKSSON, Sven"",SWE,Muskarac,K90 Individual (70M),Srebro"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""BICKFORD, James John"",USA,Muskarac,Four-Man,Bronza"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""DUPREE, Donald"",USA,Muskarac,Four-Man,Bronza"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""DUPREE, William"",USA,Muskarac,Four-Man,Bronza"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""HICKS, Thomas"",USA,Muskarac,Four-Man,Bronza"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""D'AMICO, William"",USA,Muskarac,Four-Man,Zlato"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""MARTIN, Patrick Henry"",USA,Muskarac,Four-Man,Zlato"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""RIMKUS, Edward"",USA,Muskarac,Four-Man,Zlato"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""TYLER, Francis William"",USA,Muskarac,Four-Man,Zlato"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""HOUBEN, Max"",BEL,Muskarac,Four-Man,Srebro"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""MANSVELD, Freddy"",BEL,Muskarac,Four-Man,Srebro"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""MOUVET, Jacques"",BEL,Muskarac,Four-Man,Srebro"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""NIELS, Louis-Georges"",BEL,Muskarac,Four-Man,Srebro"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""CARRON, Schuyler"",USA,Muskarac,Two-Man,Bronza"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""FORTUNE, Frederick Joseph"",USA,Muskarac,Two-Man,Bronza"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""ENDRICH, Felix"",SUI,Muskarac,Two-Man,Zlato"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""WALLER, Friedrich"",SUI,Muskarac,Two-Man,Zlato"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""EBERHARD, Paul Hans"",SUI,Muskarac,Two-Man,Srebro"
"1948,St.Moritz,Bobsleigh,Bobsleigh,""FEIERABEND, Fritz"",SUI,Muskarac,Two-Man,Srebro"
"1948,St.Moritz,Bobsleigh,Skeleton,""CRAMMOND, John"",GBR,Muskarac,Individual,Bronza"
